ID,Name,Activity,Start,Finish,PGMA,System,MU
,Ordering,OTH,2023-04-15,2023-06-23,FW702,FGD-WATER PUMPS & ACCESSORIES,
,Engineering,ENG,2023-06-24,2023-07-23,FW702,FGD-WATER PUMPS & ACCESSORIES,
,Manufacturing,MFG,2023-07-24,2023-10-19,FW702,FGD-WATER PUMPS & ACCESSORIES,
,Dispatch,DIS,2023-10-20,2023-11-18,FW702,FGD-WATER PUMPS & ACCESSORIES,
,Civil Works,OTH,2023-08-23,2024-04-18,,FGD,
,RFC MISC PUMPS-GA & RC DETAILS OF FOUNDATION,PE-RFC,2023-08-23,2023-10-21,,FGD,
,Excavation,CIV,2023-10-22,2023-11-20,,FGD,PSWR
,RCC,CIV,2023-11-21,2024-04-18,,FGD,PSWR
,Erection of Equipment,ERC,2023-12-19,2024-01-17,,FGD,PSWR
,FW701 - SLURRY PUMPS & ACCESSORIES,ERC,2023-12-19,2024-01-17,FW701,FGD-SLURRY PUMPS & ACCESSORIES,
,FW702 - WATER PUMPS & ACCESSORIES,ERC,2023-12-19,2024-01-17,FW702,FGD-WATER PUMPS & ACCESSORIES,
,BOI-Tanks-PEM,OTH,2023-02-24,2025-08-11,,FGD,
,Engineering &Supply,ENG,2023-02-24,2024-12-24,,FGD,PEM
,Ordering,OTH,2023-02-24,2023-10-31,,FGD,
,Detailed Engineering,ENG,2023-11-01,2024-04-28,,FGD,
,Fabrication /Manufacturing,MFG,2024-04-29,2024-11-24,,FGD,
,Dispatch of Primary Hydro Cyclone Feed Tank,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of Secondary Hydro Cyclone Feed Tank,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of AUXILIARY ABSORBENT TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of Limestone Slurry storage Tank,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of FILTRATE WATER TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of PROCES WATER TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of WASTE WATER TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of BELT WASH TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Dispatch of CAKE WASH TANK,DIS,2024-11-25,2024-12-24,,FGD,
,Civil,OTH,2024-04-14,2024-06-12,,FGD,PEM
,PCE-51400 RFC PRIMARY Hydro CYCLONE FEED TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC SECONDARY Hydro CYCLONE TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC LIMESTONE SLURRY TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC AUXILIARY ABSORBENT TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC FILTRATE WATER TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC WASTE WATER TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC PROCESS WATER TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC BELT FILTER WASHING TANKS: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC CLARIFIED WATER TANK: GA & RCC DETAILS OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,PSWR
,PCE-51400 RFC CAKE WASH TANK:  GA & RC DETAIL OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,
,PCE-51400 RFC NEUTRALIZATION TANK:  GA & RC DETAIL OF FOUNDATION,PE-RFC,2024-04-14,2024-06-12,,FGD,
,PWI-13640 Data sheet & General Arrangement of Agitators,OTH,2024-04-14,2024-06-12,,FGD,
,Erection / Assembly,ERC,2024-12-25,2025-08-11,,FGD,PEM
,Primary Hydro cyclone feed tank,ERC,2025-01-24,2025-08-11,,FGD,
,Secondary Hydro cyclone feed tank,ERC,2024-12-25,2025-07-12,,FGD,
,Limestone Slurry Storage tank,ERC,2024-12-25,2025-07-12,,FGD,
,Auxiliary Absorbent Tank,ERC,2024-12-25,2025-07-12,,FGD,
,Filtrate Water Tank,ERC,2024-12-25,2025-07-12,,FGD,
,Waste Water Tank,ERC,2024-12-25,2025-07-12,,FGD,
,Process Water Tank,ERC,2024-12-25,2025-07-12,,FGD,
,Belt Filter Wash Tank,ERC,2024-12-25,2025-07-12,,FGD,
,Cake Wash  tank,ERC,2024-12-25,2025-07-12,,FGD,
,Electrical Items,OTH,2023-08-23,2026-02-27,,FGD,
,Engineering &Supply,ENG,2023-08-23,2025-03-04,,FGD,
,FW806 - CONTROL JUNCTION BOX,OTH,2023-09-12,2024-08-13,806,FGD,
,Enquiry,OTH,2023-09-12,2023-10-11,FW806,FGD-CONTROL JUNCTION BOX,
,Ordering ,OTH,2023-10-12,2023-11-10,FW806,FGD-CONTROL JUNCTION BOX,
,Engineering,ENG,2023-11-11,2024-02-06,FW806,FGD-CONTROL JUNCTION BOX,
,Dispatch,DIS,2024-07-15,2024-08-13,FW806,FGD-CONTROL JUNCTION BOX,
,FW807 - POWER JUNCTION BOX,OTH,2023-09-12,2024-07-14,807,FGD,
,Enquiry,OTH,2023-09-12,2023-10-11,FW807,FGD-POWER JUNCTION BOX,
,Ordering ,OTH,2023-10-12,2023-11-10,FW807,FGD-POWER JUNCTION BOX,
,Engineering,ENG,2023-11-11,2024-02-06,FW807,FGD-POWER JUNCTION BOX,
,Dispatch,DIS,2024-06-15,2024-07-14,FW807,FGD-POWER JUNCTION BOX,
,FW779 - SUPPORTS FOR CABLE TRAYS/CONTR,OTH,2023-09-12,2024-11-04,779,FGDESP,
,Enquiry,OTH,2023-09-12,2023-09-26,FW779,FGD-SUPPORTS FOR CABLE TRAYS/CONTR,
,Ordering ,OTH,2023-09-27,2023-11-25,FW779,FGD-SUPPORTS FOR CABLE TRAYS/CONTR,
,Engineering,ENG,2023-11-26,2024-02-08,FW779,FGD-SUPPORTS FOR CABLE TRAYS/CONTR,
,Dispatch,DIS,2024-10-06,2024-11-04,FW779,FGD-SUPPORTS FOR CABLE TRAYS/CONTR,
,FW841 - CONTROL VALVES,OTH,2023-10-02,2024-12-24,841,FGDESP,
,Enquiry,OTH,2023-10-02,2023-10-31,FW841,FGD-CONTROL VALVES,
,Ordering ,OTH,2023-11-01,2023-12-30,FW841,FGD-CONTROL VALVES,
,Engineering,ENG,2023-12-31,2024-03-29,FW841,FGD-CONTROL VALVES,
,Dispatch,DIS,2024-11-25,2024-12-24,FW841,FGD-CONTROL VALVES,
,Electrical - Balance BOIs,OTH,2023-08-23,2025-03-04,,FGDESP,
,Enquiry,OTH,2023-08-23,2023-09-21,,FGDESP,
,Ordering ,OTH,2023-09-22,2023-11-20,,FGDESP,
,Engineering,ENG,2023-11-21,2024-02-18,,FGDESP,
,Dispatch,DIS,2024-12-05,2025-03-04,,FGDESP,
," Balance BOIs- HOIST, VALVES, CHAIN PULLEY, COMMISSIONING SPARES etc.",OTH,2023-08-23,2025-03-04,,FGDESP,
,Enquiry,OTH,2023-08-23,2023-09-21,,FGDESP,
,Ordering ,OTH,2023-09-22,2023-11-20,,FGDESP,
,Engineering,ENG,2023-11-21,2024-02-18,,FGDESP,
,Dispatch,DIS,2024-12-05,2025-03-04,,FGDESP,
,"Electrical and C&I Erection works (Cable Tray, Cabling, termination, Earthing etc) & Pre-Commissioning",COM,2025-04-19,2026-02-27,,FGDESP,PSWR
,Absorber,ERC,2025-09-19,2025-12-27,,FGDESP,
,Duct & Structure,ERC,2025-08-02,2025-12-29,,FGDESP,
,Gates & Dampers,ERC,2025-10-31,2026-02-27,,FGDESP,
,RC Pumps,ERC,2025-07-23,2025-09-20,,FGDESP,
,Oxidation Blower,ERC,2025-05-18,2025-07-16,,FGDESP,
,FGD Control Room,ERC,2025-05-24,2025-09-20,,FGDESP,
,Gypsum Dewatering System,ERC,2025-04-19,2025-07-17,,FGDESP,
,Agitators,ERC,2025-04-19,2025-06-17,,FGDESP,
,ACW System,ERC,2025-10-24,2026-01-21,,FGDESP,
,Compressor House,ERC,2025-04-19,2025-07-07,,FGDESP,
,Pumps,ERC,2025-04-19,2025-07-02,,FGDESP,
,Valves,ERC,2025-04-19,2025-07-02,,FGDESP,
, HT Motors,OTH,2023-06-24,2025-05-17,,FGDESP,
,Engineering and Supply,ENG,2023-06-24,2024-10-05,,FGDESP,
,RC PUMP MOTOR,OTH,2023-06-24,2024-09-05,,FGDESP,
,Engineering,ENG,2023-06-24,2023-08-22,,FGDESP,
,Manufacturing,MFG,2023-08-23,2024-08-06,,FGDESP,
,Dispatch,DIS,2024-08-07,2024-09-05,,FGDESP,
,OXIDATION BLOWER MOTOR,OTH,2023-06-24,2024-10-05,,FGDESP,
,Engineering,ENG,2023-06-24,2023-09-21,,FGDESP,
,Manufacturing,MFG,2023-09-22,2024-09-05,,FGDESP,
,Dispatch,DIS,2024-09-06,2024-10-05,,FGDESP,
,Erection,ERC,2025-04-03,2025-05-17,,FGDESP,PSWR
,RC PUMP MOTOR,ERC,2025-04-03,2025-05-02,,FGDESP,
,OXIDATION BLOWER MOTOR,ERC,2025-04-18,2025-05-17,,FGDESP,
,Earthing,OTH,2023-03-26,2023-09-26,,FGDESP,
,Ordering,OTH,2023-03-26,2023-05-24,,FGDESP,
,Engineering,ENG,2023-05-25,2023-07-23,,FGDESP,
,Manufacturing,MFG,2023-06-29,2023-08-27,,FGDESP,
,Dispatch,DIS,2023-08-28,2023-09-26,,FGDESP,
,Sub Systems,OTH,2023-02-24,2025-12-28,,FGDESP,
,Absorber,OTH,2023-02-24,2025-12-28,,FGDESP,
,Engineering and Supplies,ENG,2023-02-24,2025-10-15,,FGDESP,
,Absorber-Structure,OTH,2023-02-24,2024-07-27,,FGDESP,
,FW226 - EQWT,OTH,2023-02-24,2024-01-31,FW226,FGD-EMERGENCY QUENCH WATER TANK,
,Engineering,ENG,2023-02-24,2023-07-15,FW226,FGD-EMERGENCY QUENCH WATER TANK,
,Manufacturing,MFG,2023-07-16,2024-01-01,FW226,FGD-EMERGENCY QUENCH WATER TANK,
,Dispatch,DIS,2023-12-03,2024-01-31,FW226,FGD-EMERGENCY QUENCH WATER TANK,
,FW281 - FOUNDATION MATL FOR ABSORBER,OTH,2023-02-24,2024-01-01,FW281,FGD-FOUNDATION MATL FOR  ABS,
,Engineering,ENG,2023-02-24,2023-07-15,FW281,FGD-FOUNDATION MATL FOR  ABS,
,Manufacturing,MFG,2023-07-16,2023-12-02,FW281,FGD-FOUNDATION MATL FOR  ABS,
,Dispatch,DIS,2023-11-03,2024-01-01,FW281,FGD-FOUNDATION MATL FOR  ABS,
,FW285 - SUPRTING STR FOR EMERGENCY QWT,OTH,2023-02-24,2024-02-28,285,FGD,
,Ordering,OTH,2023-02-24,2023-06-23,FW285,FGD-SUPRTING STR FOR EMERGENCY QWT,
,Engineering,ENG,2023-04-25,2023-08-22,FW285,FGD-SUPRTING STR FOR EMERGENCY QWT,
,Manufacturing,MFG,2023-08-23,2024-01-29,FW285,FGD-SUPRTING STR FOR EMERGENCY QWT,
,Dispatch,DIS,2023-12-31,2024-02-28,FW285,FGD-SUPRTING STR FOR EMERGENCY QWT,
,FW300 - ABSORBER COLUMN,OTH,2023-02-24,2024-03-29,300,FGD,
,Engineering,ENG,2023-02-24,2023-10-12,FW300,FGD-ABSORBER COLUMNS,
,Manufacturing,MFG,2023-10-13,2024-02-28,FW300,FGD-ABSORBER COLUMNS,
,Dispatch,DIS,2024-01-30,2024-03-29,FW300,FGD-ABSORBER COLUMNS,
,FW301 - ABSORBER BEAM AND BRACINGS,OTH,2023-02-24,2024-03-30,301,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW301,FGD-ABSORBER BEAMS AND BRACINGS,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW301,FGD-ABSORBER BEAMS AND BRACINGS,
,Dispatch,DIS,2024-01-31,2024-03-30,FW301,FGD-ABSORBER BEAMS AND BRACINGS,
,FW302 - ABSORBER LOWER FLOORS,OTH,2023-02-24,2024-03-30,302,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW302,FGD-ABSORBER LOWER FLOORS,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW302,FGD-ABSORBER LOWER FLOORS,
,Dispatch,DIS,2024-01-31,2024-03-30,FW302,FGD-ABSORBER LOWER FLOORS,
,FW303 - ABSORBER UPPER FLOORS,OTH,2023-02-24,2024-03-30,303,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW303,FGD-ABSORBER UPPER FLOORS,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW303,FGD-ABSORBER UPPER FLOORS,
,Dispatch,DIS,2024-01-31,2024-03-30,FW303,FGD-ABSORBER UPPER FLOORS,
,FW304 - ABSORBER FLOOR GRILLS,OTH,2023-02-24,2024-06-18,304,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW304,FGD-ABSORBER FLOOR GRILLS,
,Manufacturing,MFG,2023-09-13,2024-05-19,FW304,FGD-ABSORBER FLOOR GRILLS,
,Dispatch,DIS,2024-04-20,2024-06-18,FW304,FGD-ABSORBER FLOOR GRILLS,
,FW305 - ABSORBER STAIR & HANDRAILS,OTH,2023-02-24,2024-07-27,305,FGD,
,Ordering,OTH,2023-02-24,2023-06-23,FW305,FGD-ABSORBER STAIRS & HANDRAILS,
,Engineering,ENG,2023-04-25,2023-10-21,FW305,FGD-ABSORBER STAIRS & HANDRAILS,
,Manufacturing,MFG,2023-10-22,2024-06-27,FW305,FGD-ABSORBER STAIRS & HANDRAILS,
,Dispatch,DIS,2024-05-29,2024-07-27,FW305,FGD-ABSORBER STAIRS & HANDRAILS,
,FW306 - ABSORBER HSFG FASTNERS,OTH,2023-02-24,2024-06-27,306,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW306,FGD-ABSORBER HSFG FASTNERS,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW306,FGD-ABSORBER HSFG FASTNERS,
,Dispatch,DIS,2024-04-29,2024-06-27,FW306,FGD-ABSORBER HSFG FASTNERS,
,FW307 - ABSORBER MISCELLANEOUS,OTH,2023-02-24,2024-06-27,307,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW307,FGD-ABSORBER MISCELLANEOUS,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW307,FGD-ABSORBER MISCELLANEOUS,
,Dispatch,DIS,2024-04-29,2024-06-27,FW307,FGD-ABSORBER MISCELLANEOUS,
, Absorber Casing,OTH,2023-02-24,2024-06-27,,FGD,
,FW201-ABSORBER RC PUMP NOZZLE,OTH,2023-02-24,2024-06-27,201,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW201,FGD-ABSORB. RC PUMP NOZZLE,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW201,FGD-ABSORB. RC PUMP NOZZLE,
,Dispatch,DIS,2024-04-29,2024-06-27,FW201,FGD-ABSORB. RC PUMP NOZZLE,
,FW202-ABS NOZZLE NB300 & ABOVE,OTH,2023-02-24,2024-06-27,202,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW202,FGD-ABS NOZL NB 300 & ABOVE,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW202,FGD-ABS NOZL NB 300 & ABOVE,
,Dispatch,DIS,2024-04-29,2024-06-27,FW202,FGD-ABS NOZL NB 300 & ABOVE,
,FW203-ABS NOZZLE NB 25 TO NB250,OTH,2023-02-24,2024-06-27,203,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW203,FGD-NOZZLE NB25 TO NB250,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW203,FGD-NOZZLE NB25 TO NB250,
,Dispatch,DIS,2024-04-29,2024-06-27,FW203,FGD-NOZZLE NB25 TO NB250,
,FW209-MANHOLE DOOR FOR ABSORBER,OTH,2023-02-24,2024-06-27,209,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW209,FGD-MAN HOLE DOOR FOR ABSORBER,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW209,FGD-MAN HOLE DOOR FOR ABSORBER,
,Dispatch,DIS,2024-04-29,2024-06-27,FW209,FGD-MAN HOLE DOOR FOR ABSORBER,
,FW216-ABSORBER BAFFLE GRATING SUPPORT,OTH,2023-02-24,2024-06-27,216,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW216,FGD-ABS BAFFLE GRATING SUPP,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW216,FGD-ABS BAFFLE GRATING SUPP,
,Dispatch,DIS,2024-04-29,2024-06-27,FW216,FGD-ABS BAFFLE GRATING SUPP,
,FW217-ABSORBER ME SUPPORT,OTH,2023-02-24,2024-06-27,217,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW217,FGD-ABS ME SUPPORT,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW217,FGD-ABS ME SUPPORT,
,Dispatch,DIS,2024-04-29,2024-06-27,FW217,FGD-ABS ME SUPPORT,
,FW218-ABSORBER SPRAY PIPE SUPPORT,OTH,2023-02-24,2024-06-27,218,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW218,FGD-ABS SPRAY PIPE SUPP,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW218,FGD-ABS SPRAY PIPE SUPP,
,Dispatch,DIS,2024-04-29,2024-06-27,FW218,FGD-ABS SPRAY PIPE SUPP,
,FW219-ABSORBER SYSTEM-BASE,OTH,2023-02-24,2024-06-27,FW219,FGD-ABSORBER SYSTEM-BASE,
,Engineering,ENG,2023-02-24,2023-10-21,FW219,FGD-ABSORBER SYSTEM-BASE,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW219,FGD-ABSORBER SYSTEM-BASE,
,Dispatch,DIS,2024-04-29,2024-06-27,FW219,FGD-ABSORBER SYSTEM-BASE,
,FW221-ABSORBER SYSTEM-CASING BOTTOM,OTH,2023-02-24,2024-04-28,FW221,FGD-ABSORBER SYSTEM-CASING BOTTOM,
,Engineering,ENG,2023-02-24,2023-10-21,FW221,FGD-ABSORBER SYSTEM-CASING BOTTOM,
,Manufacturing,MFG,2023-10-22,2024-03-29,FW221,FGD-ABSORBER SYSTEM-CASING BOTTOM,
,Dispatch,DIS,2024-02-29,2024-04-28,FW221,FGD-ABSORBER SYSTEM-CASING BOTTOM,
,FW222-ABSORBER SYSTEM-CASING TOP,OTH,2023-02-24,2024-04-28,FW222,FGD-ABSORBER SYSTEM-CASING TOP,
,Engineering,ENG,2023-02-24,2023-10-21,FW222,FGD-ABSORBER SYSTEM-CASING TOP,
,Manufacturing,MFG,2023-10-22,2024-03-29,FW222,FGD-ABSORBER SYSTEM-CASING TOP,
,Dispatch,DIS,2024-02-29,2024-04-28,FW222,FGD-ABSORBER SYSTEM-CASING TOP,
,FW224-ABSORBER LINING - C276,OTH,2023-02-24,2024-06-27,224,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW224,FGD-ABSORBER SYSTEM-LINING-C276,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW224,FGD-ABSORBER SYSTEM-LINING-C276,
,Dispatch,DIS,2024-04-29,2024-06-27,FW224,FGD-ABSORBER SYSTEM-LINING-C276,
,FW228-ABSORBER-W/D INTERFACE- C276 zone,OTH,2023-02-24,2024-06-27,FW228,FGD-ABSORBER-W/D INTERFACE,
,Engineering,ENG,2023-02-24,2023-10-21,FW228,FGD-ABSORBER-W/D INTERFACE,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW228,FGD-ABSORBER-W/D INTERFACE,
,Dispatch,DIS,2024-04-29,2024-06-27,FW228,FGD-ABSORBER-W/D INTERFACE,
,FW328-ABSORBER-W/D INTERFACE- CS zone,OTH,2023-02-24,2024-06-27,328,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW328,FGD-W/D INTERFACE (CARBON STEEL),
,Manufacturing,MFG,2023-10-22,2024-05-28,FW328,FGD-W/D INTERFACE (CARBON STEEL),
,Dispatch,DIS,2024-04-29,2024-06-27,FW328,FGD-W/D INTERFACE (CARBON STEEL),
,FW231-ABSORBER SHEAR PLATE,OTH,2023-02-24,2024-06-27,231,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW231,FGD-ABSORBER SHEAR PLATE,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW231,FGD-ABSORBER SHEAR PLATE,
,Dispatch,DIS,2024-04-29,2024-06-27,FW231,FGD-ABSORBER SHEAR PLATE,
,FW322-ABSORBER SYSTEM-CASING INTERMEDIATE,OTH,2023-02-24,2024-04-28,322,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW322,FGD-ABSORBER SYSTEM-CASING INTERM,
,Manufacturing,MFG,2023-10-22,2024-03-29,FW322,FGD-ABSORBER SYSTEM-CASING INTERM,
,Dispatch,DIS,2024-02-29,2024-04-28,FW322,FGD-ABSORBER SYSTEM-CASING INTERM,
,FW324-HOOD OVER ABSORBER,OTH,2023-02-24,2024-04-28,324,FGD,
,Engineering,ENG,2023-02-24,2023-10-21,FW324,FGD-HOOD OVER ABSORBER,
,Manufacturing,MFG,2023-10-22,2024-03-29,FW324,FGD-HOOD OVER ABSORBER,
,Dispatch,DIS,2024-02-29,2024-04-28,FW324,FGD-HOOD OVER ABSORBER,
,FW227-EMERGENCY QUENCHING SYSTEM,OTH,2023-02-24,2024-06-27,FW227,FGD-EMERGENCY QUENCH SYSTEM,
,Engineering,ENG,2023-02-24,2023-10-21,FW227,FGD-EMERGENCY QUENCH SYSTEM,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW227,FGD-EMERGENCY QUENCH SYSTEM,
,Dispatch,DIS,2024-04-29,2024-06-27,FW227,FGD-EMERGENCY QUENCH SYSTEM,
,FW229-W/D WASH SYSTEM,OTH,2023-02-24,2024-06-27,FW229,FGD-W/D WASH SYSTEM,
,Engineering,ENG,2023-02-24,2023-10-21,FW229,FGD-W/D WASH SYSTEM,
,Manufacturing,MFG,2023-10-22,2024-05-28,FW229,FGD-W/D WASH SYSTEM,
,Dispatch,DIS,2024-04-29,2024-06-27,FW229,FGD-W/D WASH SYSTEM,
,Absorber Internals,OTH,2023-02-24,2024-08-11,,FGD,
,FW 215-SUBDELIVERY - MIST ELIMINATOR,OTH,2023-02-24,2024-06-07,215,FGD,
,Ordering,OTH,2023-02-24,2023-06-23,FW215,FGD-MIST ELIMINATOR & ACCESSORIES,
,Engineering,ENG,2023-04-25,2023-08-22,FW215,FGD-MIST ELIMINATOR & ACCESSORIES,
,Manufacturing,MFG,2023-08-23,2024-05-08,FW215,FGD-MIST ELIMINATOR & ACCESSORIES,
,Dispatch,DIS,2024-04-09,2024-06-07,FW215,FGD-MIST ELIMINATOR & ACCESSORIES,
, FW213- Absorber system ,OTH,2023-02-24,2024-08-11,FW213,FGD-ABSORBER SYSTEM INTERNALS,
,Ordering,OTH,2023-02-24,2023-06-23,FW213,FGD-ABSORBER SYSTEM INTERNALS,
,Engineering,ENG,2023-06-24,2023-10-21,FW213,FGD-ABSORBER SYSTEM INTERNALS,
,Manufacturing,MFG,2023-10-22,2024-07-07,FW213,FGD-ABSORBER SYSTEM INTERNALS,
,Dispatch,DIS,2024-06-13,2024-08-11,FW213,FGD-ABSORBER SYSTEM INTERNALS,
,FW720-ABSORBER AGITATOR- BOI,OTH,2023-02-24,2024-05-28,FW720,FGD-AGITATORS,
,Ordering,OTH,2023-02-24,2023-06-23,FW720,FGD-AGITATORS,
,Engineering,ENG,2023-04-25,2023-08-22,FW720,FGD-AGITATORS,
,Manufacturing,MFG,2023-08-23,2024-05-13,FW720,FGD-AGITATORS,
,Dispatch,DIS,2024-03-30,2024-05-28,FW720,FGD-AGITATORS,
,Absorber-Supporting systems,OTH,2023-02-24,2025-04-02,,FGD,
,RC Pump Shed,OTH,2023-04-10,2024-06-22,,FGD,
,Engineering &Supply,ENG,2023-04-10,2024-06-22,,FGD,
,FW371 - HSFG BOLT-RC SHED-BOI,OTH,2023-09-12,2024-06-22,371,FGD,
,Ordering,OTH,2023-09-12,2024-01-09,FW371,FGD-HSFG BOLT-RC SHED,
,Engineering,ENG,2023-11-11,2024-01-24,FW371,FGD-HSFG BOLT-RC SHED,
,Manufacturing,MFG,2024-01-25,2024-04-23,FW371,FGD-HSFG BOLT-RC SHED,
,Dispatch,DIS,2024-04-24,2024-06-22,FW371,FGD-HSFG BOLT-RC SHED,
,FW283 FOUNDATION MATERIAL & FW236 -STRUCTURES ,OTH,2023-07-24,2024-05-18,283 FOUNDATION MATERIAL & FW236,FGD,
,Engineering,ENG,2023-07-24,2023-11-20,FW283,FGD-FOUNDATION MATL RC PUMP SHED,
,Manufacturing,MFG,2023-11-21,2024-04-18,FW283,FGD-FOUNDATION MATL RC PUMP SHED,
,Dispatch,DIS,2024-03-20,2024-05-18,FW283,FGD-FOUNDATION MATL RC PUMP SHED,
,FW208- RC PUMP OXIDATION BLOWER SUPPORT,OTH,2023-05-25,2024-05-08,208,FGD,
,Ordering,OTH,2023-05-25,2023-09-21,FW208,FGD-RC PUMP OB SUPPORT,
,Engineering,ENG,2023-07-24,2023-11-10,FW208,FGD-RC PUMP OB SUPPORT,
,Manufacturing,MFG,2023-11-11,2024-04-08,FW208,FGD-RC PUMP OB SUPPORT,
,Dispatch,DIS,2024-03-10,2024-05-08,FW208,FGD-RC PUMP OB SUPPORT,
,FW236- STRUCTURE FOR RC PUMP HOUSE,OTH,2023-04-10,2024-03-24,236,FGD,
,Ordering,OTH,2023-04-10,2023-08-07,FW236,FGD-STRUCTURES FOR RC PUMP HOUSE,
,Engineering,ENG,2023-06-09,2023-09-26,FW236,FGD-STRUCTURES FOR RC PUMP HOUSE,
,Manufacturing,MFG,2023-09-27,2024-02-23,FW236,FGD-STRUCTURES FOR RC PUMP HOUSE,
,Dispatch,DIS,2024-01-25,2024-03-24,FW236,FGD-STRUCTURES FOR RC PUMP HOUSE,
,"Absorbers Duct, Duct Structure & Duct support",OTH,2023-02-24,2024-04-30,,FGD,
,FW207-OUTLET GUIDE VANE,OTH,2023-02-24,2024-03-30,207,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW207,FGD-OUTLET GUIDE VANE,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW207,FGD-OUTLET GUIDE VANE,
,Dispatch,DIS,2024-01-31,2024-03-30,FW207,FGD-OUTLET GUIDE VANE,
,FW232-DUCT SUPPORT BTW BYPASS DUCT & BUF/GGH,OTH,2023-02-24,2024-03-30,232,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW232,FGD-DUCT SUP BYP & BUF/GGH,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW232,FGD-DUCT SUP BYP & BUF/GGH,
,Dispatch,DIS,2024-01-31,2024-03-30,FW232,FGD-DUCT SUP BYP & BUF/GGH,
,FW234-DUCT SUPPORT B/T ABSORBER & STACK/BYPASS,OTH,2023-02-24,2024-03-30,234,FGD,
,Engineering,ENG,2023-02-24,2023-09-12,FW234,FGD-DUCT SUP ABS & STACK/BYP,
,Manufacturing,MFG,2023-09-13,2024-02-29,FW234,FGD-DUCT SUP ABS & STACK/BYP,
,Dispatch,DIS,2024-01-31,2024-03-30,FW234,FGD-DUCT SUP ABS & STACK/BYP,
